VUIDNO,PCTCOD,PCTSPT,EDRDAT,DOB,GENDER,LSTNAM,FSTNAM,MIDNAM,BLKNUM,STRPRE,STRNAM,STRTYP,UNITYP,UNITNO,RSCITY,RZIPCD,SUSIND,G22VOTED,G24VOTED,P26VOTED
1021067244,149,A,20080927,19720612,M,Bailey,Joshua,Marie,6234,,Lamar,BLVD,,,Del Valle,78617,,Y,Y,Y
1056776782,149,C,20230521,19390926,M,Brown,James,A,3800,N,Cedar,TRL,,,Del Valle,78617,,Y,Y,
1097900185,149,B,20121016,20060718,M,Howard,Thomas,L,1277,,Maple,PL,,,Austin,78705,,,,
1094891547,149,B,20120225,20011120,F,Lewis,Amy,R,5982,,Magnolia,BLVD,,,Pflugerville,78660,,Y,,
1082763176,149,A,20150426,19630522,F,Lopez,Grace,J,7700,W,Elm,LN,,,Round Rock,78665,,,,
1091484675,149,C,20160823,19670614,M,Peterson,Aaron,R,5746,E,Elm,TRL,,,Austin,78723,,Y,,Y
1041156545,149,,20230921,19750817,M,White,Brian,L,8700,,Braker,PL,,,Austin,78741,,Y,,Y
1062210177,150,A,20080609,19760608,M,Bailey,Mark,Ann,3490,N,Maple,DR,,,Round Rock,78681,,Y,Y,Y
1047620919,150,C,20210121,19500317,F,Gomez,Sandra,,7300,S,Burnet,LN,,,Leander,78641,,,Y,Y
1069469381,150,A,20220505,19441005,F,Gray,Patricia,,2993,,Lakeview,WAY,,,Austin,78758,,,,Y
1036375777,150,A,20191108,19370614,M,Jackson,Mark,E,3585,,Creekside,CIR,UNIT,270,Cedar Park,78613,,Y,,Y
1000418064,150,C,20231122,19490611,M,Jackson,Nathan,Rose,8300,,Guadalupe,RD,,,Austin,78759,,Y,Y,Y
1014808966,150,,20081106,19901102,F,Miller,Jessica,J,2461,,Maple,AVE,,,Pflugerville,78660,,,,
1048258371,150,C,20221016,19550918,F,Ramirez,Isabella,M,3072,N,Hillside,BLVD,,,Round Rock,78665,,,,Y
1097955802,150,C,20130414,19660923,M,Williams,Miguel,Lee,7600,S,Lamar,BLVD,#,294,Pflugerville,78660,,Y,Y,
1058172978,151,B,20080206,19601207,F,Cruz,Patricia,Marie,5468,,Far West,WAY,,,Pflugerville,78660,,Y,,
1091644727,151,,20150824,19500124,F,Hill,Michelle,J,3900,,Brodie,DR,,,Leander,78641,,Y,Y,Y
1053313711,151,A,20141213,19820816,M,Perez,Aaron,Lee,3213,W,Braker,CIR,,,Austin,78751,,,,
1025195335,151,B,20110420,19980718,F,Reyes,Amy,Lee,2368,S,Riverside,WAY,APT,128,Pflugerville,78660,,Y,,Y
1026925082,151,C,20171026,19460924,M,Sanchez,Juan,J,9400,S,Brodie,CT,,,Austin,78748,,,Y,
1066546759,152,,20230221,19450726,M,Lewis,John,,8512,,Anderson,BLVD,STE,9,Leander,78641,,,Y,Y
1014432081,152,B,20160815,19880918,F,Lopez,Susan,E,2454,,Maple,DR,,,Cedar Park,78613,,,Y,
1076347168,152,,20221119,19950319,M,Murphy,Miguel,,3100,,Anderson,AVE,,,Leander,78641,S,,,
1068096799,152,C,20080409,19590420,M,Watson,Daniel,L,1484,,Live Oak,CIR,,,Austin,78701,S,,Y,Y
1023361186,152,C,20081217,19791124,F,Young,Linda,,5600,S,Parmer,CT,,,Austin,78745,,,,Y
1022883566,153,,20120219,19460407,M,Baker,Steven,A,4074,,Guadalupe,DR,,,Cedar Park,78613,,Y,Y,
1061839869,153,A,20220116,19930403,F,Campbell,Sandra,Lee,3900,N,Lakeview,DR,,,Cedar Park,78613,,,,
1040970366,153,C,20170608,19870912,M,Martinez,Juan,Rose,8278,,Braker,ST,,,Leander,78641,,,Y,
1075321529,153,,20090101,19401022,M,Patel,Matthew,Marie,8710,,Riverside,CIR,APT,342,Del Valle,78617,,,Y,
1088246589,153,B,20130128,20040923,F,Rodriguez,Lisa,E,7001,,Lakeview,ST,,,Leander,78641,,Y,,Y
1091306590,153,B,20150106,19600614,M,Scott,Andrew,E,9695,,Oak,RD,,,Austin,78704,,Y,Y,
1024130217,154,B,20100811,19820823,F,Brooks,Mary,A,7351,S,Far West,CT,,,Cedar Park,78613,,Y,,Y
1037299339,154,,20201119,19370719,M,Campbell,Kevin,M,7906,N,Braker,TRL,#,358,Del Valle,78617,,,,Y
1063857795,155,,20091107,19900304,F,Jones,Mary,J,9800,S,Escarpment,CT,,,Pflugerville,78660,,,,Y
1026788188,156,C,20150505,19471004,M,Clark,Robert,,4184,,Maple,BLVD,STE,326,Austin,78741,,,,
1019666244,156,C,20220821,19651115,F,Jones,Olivia,A,8734,,Creekside,PL,#,216,Del Valle,78617,,Y,,
1033967632,156,,20221108,19950719,F,Sanders,Amanda,Ann,8200,,Cedar,RD,,,Round Rock,78681,,Y,Y,
1085891382,156,A,20191227,19960516,F,Young,Jennifer,Ann,5904,,Menchaca,DR,,,Leander,78641,,Y,,
1072849143,157,B,20220321,19830725,F,Baker,Margaret,L,900,N,Magnolia,CIR,,,Cedar Park,78613,,,Y,Y
1088061803,157,,20180910,19640202,F,Brooks,Susan,,3700,S,Balcones,TRL,,,Cedar Park,78613,,Y,Y,Y
1099058722,157,C,20180608,19611016,M,Moore,Joseph,Ann,3800,N,Burnet,BLVD,APT,128,Del Valle,78617,,,,Y
1038864679,157,B,20160410,19710118,F,Sanchez,Olivia,,2132,E,Duval,LN,,,Round Rock,78664,,,Y,Y
1040409127,157,A,20210306,20030304,F,Taylor,Emily,Ann,6992,,Cedar,ST,,,Round Rock,78664,,,,
1098881742,157,C,20130815,19400608,M,Watson,David,R,5599,W,Lamar,DR,APT,29,Del Valle,78617,,Y,,Y
1018859830,158,A,20241023,19921213,F,Bailey,Patricia,L,1900,S,Oak,PL,,,Round Rock,78665,,,Y,Y
1075579000,158,C,20170823,19860816,F,Wright,Mary,Rose,8400,,Brodie,BLVD,,,Leander,78641,,,,Y
1082636139,159,C,20220913,19690107,M,Bennett,Richard,,300,,Braker,RD,APT,230,Leander,78641,,Y,,Y
1008868498,159,A,20130604,19560723,F,Coleman,Emily,E,7633,N,Pecan,TRL,,,Leander,78641,,Y,,Y
1016276248,159,A,20200720,19480203,F,Ramos,Linda,A,2197,,Anderson,RD,STE,297,Cedar Park,78613,,,Y,
1097417170,159,A,20130716,19580822,M,Taylor,Richard,Ann,3755,,Burnet,AVE,,,Austin,78748,,Y,Y,Y
1090624975,160,A,20201122,19870219,F,Green,Ashley,E,770,,Creekside,WAY,STE,83,Leander,78641,,Y,,Y
1065664811,160,,20251020,19550615,F,Lopez,Elizabeth,J,8500,,Riverside,TRL,,,Round Rock,78664,,Y,,
1054562776,160,,20240912,19560919,M,Martin,Daniel,E,2579,S,Parmer,WAY,,,Leander,78641,,Y,Y,
1076431299,160,A,20091021,19650603,M,Smith,Andrew,,3900,,Sycamore,BLVD,,,Pflugerville,78660,,Y,Y,Y
1091470202,161,B,20100326,19410513,F,Bennett,Melissa,J,1500,N,Riverside,TRL,,,Cedar Park,78613,,,,Y
1093691889,161,,20141226,19830309,F,Cox,Elizabeth,L,100,S,Balcones,ST,,,Leander,78641,,Y,,
1078414177,161,A,20250507,19890428,M,Jones,Nathan,A,4166,S,Slaughter,WAY,#,320,Austin,78745,,Y,,Y
1041880992,161,C,20241024,20030711,F,Kelly,Olivia,A,8300,E,Anderson,CT,STE,119,Cedar Park,78613,,Y,,
1093121578,161,A,20190426,19920828,F,Nelson,Susan,M,3000,,Pecan,PL,,,Round Rock,78681,,,,Y
1004397326,162,A,20220918,19930626,M,Davis,David,J,7233,,Creekside,RD,,,Round Rock,78665,,,,Y
1086804264,162,C,20250514,20070218,F,Murphy,Mary,R,5700,,Slaughter,TRL,,,Cedar Park,78613,,Y,Y,
1043312599,162,C,20181205,19381219,F,Richardson,Sarah,,6900,,Duval,RD,,,Cedar Park,78613,,Y,,
1078174358,162,A,20230926,19700611,M,Smith,Matthew,Marie,1200,S,Sycamore,DR,,,Cedar Park,78613,,Y,Y,Y
1056858212,162,C,20120324,20050209,F,Thomas,Karen,Rose,2978,W,Burnet,ST,,,Leander,78641,,Y,,Y
1052215217,163,B,20080712,20030718,M,Anderson,Nathan,,3000,,Burnet,ST,,,Leander,78641,,Y,Y,Y
1056314692,163,B,20231012,19560922,M,Barnes,Nathan,R,3700,W,Far West,CT,,,Cedar Park,78613,,,Y,Y
1041239891,163,B,20240806,19650117,F,Gomez,Grace,L,9408,,Braker,TRL,,,Leander,78641,,,Y,Y
1052086601,163,B,20220403,19921004,M,Gomez,Thomas,Lee,5900,,Braker,LN,,,Austin,78723,,,,
1038970848,163,,20190819,19980807,F,Hall,Jessica,Lee,8166,N,Pecan,ST,,,Round Rock,78664,,Y,Y,
1063634529,163,B,20140814,19961112,F,Robinson,Barbara,M,1244,,Maple,BLVD,,,Del Valle,78617,,Y,Y,
1000536535,164,A,20190621,19530328,F,Bennett,Lisa,,5830,,Congress,CIR,APT,245,Cedar Park,78613,,,Y,
1051364518,164,C,20130113,19920927,M,Bennett,Robert,,6800,,Braker,DR,,,Leander,78641,,Y,Y,Y
1011462756,164,B,20081014,20041214,M,Brown,Luis,M,400,,Menchaca,ST,,,Round Rock,78681,,,Y,Y
1022102673,164,,20211028,19760709,M,Murphy,Paul,,2200,,Hillside,RD,,,Austin,78741,,Y,Y,Y
1000198608,164,A,20241122,19740109,F,Richardson,Grace,J,1300,,Burnet,LN,,,Pflugerville,78660,,Y,,Y
1049896690,164,C,20150107,19770105,M,Williams,Charles,,4100,,Cedar,DR,APT,332,Round Rock,78681,,,Y,
1075119643,165,A,20210708,19500412,M,Bennett,Eric,R,4796,E,Menchaca,LN,,,Pflugerville,78660,,Y,,
1004723752,165,,20120223,19380110,M,Flores,Juan,R,8311,,Anderson,BLVD,,,Del Valle,78617,,,Y,Y
1030370400,165,,20160212,19360727,M,Thompson,Paul,Rose,8832,,Guadalupe,CT,,,Pflugerville,78660,S,,Y,Y
1077264275,166,A,20181115,19810713,F,Kelly,Linda,Lee,8800,W,Far West,WAY,APT,375,Austin,78723,,Y,Y,Y
1051804717,166,B,20140917,19981111,M,Smith,David,M,4900,,Oak,WAY,STE,182,Pflugerville,78660,,,Y,
1080524824,167,,20180724,19690427,F,Lopez,Amy,R,6338,,Hillside,LN,STE,124,Del Valle,78617,,,,Y
1009914892,167,C,20241216,19560816,M,Perez,Carlos,Rose,678,,Brodie,AVE,UNIT,130,Round Rock,78665,,Y,,Y
1090800949,167,C,20090618,19750106,F,Williams,Stephanie,Ann,4819,,Slaughter,ST,#,58,Cedar Park,78613,,Y,,Y
1010318734,168,,20230512,19860706,M,Coleman,Mark,Marie,8146,,Magnolia,TRL,STE,205,Cedar Park,78613,,Y,Y,
1062082643,168,C,20210209,19510205,M,Lopez,Jacob,J,7510,S,Lakeview,TRL,#,60,Leander,78641,,,Y,Y
1059344920,168,,20140401,19480206,M,Roberts,Luis,Lee,144,,Magnolia,ST,,,Cedar Park,78613,,Y,,Y
1074354666,168,,20101202,19630205,M,Watson,Charles,,4600,W,Cedar,PL,,,Leander,78641,,Y,Y,
1046312152,168,C,20130317,19940315,M,Williams,Jose,,8898,,Balcones,ST,,,Round Rock,78665,,Y,,Y
1060396664,169,C,20190824,19650723,M,Lee,Matthew,,300,N,Congress,PL,,,Del Valle,78617,,Y,Y,Y
1012342535,169,C,20101023,19810211,M,Miller,Andrew,R,7800,W,Anderson,TRL,,,Austin,78723,,Y,,Y
1068584338,169,A,20170919,19790821,F,Thompson,Amy,M,5074,E,Lakeview,CIR,STE,80,Cedar Park,78613,,Y,,
1066770328,169,B,20101109,19371103,M,Thompson,Christopher,Rose,2300,E,Maple,BLVD,,,Austin,78705,,Y,,
1005039082,170,,20100307,19641001,F,Coleman,Jessica,L,9320,S,Hillside,ST,#,49,Cedar Park,78613,,,Y,Y
1034146363,170,,20180219,20020607,F,Jones,Linda,R,4033,N,Elm,DR,,,Cedar Park,78613,,Y,Y,Y
1068200749,170,,20241120,19961115,M,Lee,Eric,,7300,,Oak,WAY,,,Pflugerville,78660,,Y,Y,
1028820727,170,A,20160511,19990111,M,Price,Brian,Marie,5718,,Lakeview,TRL,,,Round Rock,78665,,,Y,Y
1012960223,170,A,20180126,19361115,F,Ramos,Jessica,J,7800,E,Maple,AVE,,,Round Rock,78665,,Y,Y,
1047375195,170,,20200126,19380610,M,Rodriguez,Paul,M,9308,S,Pecan,AVE,,,Austin,78753,,Y,,Y
1070860580,171,,20250205,19850311,F,Baker,Melissa,,5300,,Far West,CT,UNIT,43,Cedar Park,78613,,,Y,
1030728500,171,C,20081208,19360611,M,Garcia,Robert,Ann,6765,,Congress,PL,,,Pflugerville,78660,,,Y,Y
1092412054,171,B,20120325,19610920,M,Patel,Eric,J,9026,,Lamar,RD,,,Round Rock,78681,,,,Y
1074914223,171,,20210327,19391027,M,Rodriguez,David,R,3120,S,Riverside,RD,#,336,Cedar Park,78613,,Y,,
1095704498,171,,20120306,19960222,M,Torres,James,,4041,E,Balcones,ST,,,Cedar Park,78613,,,,Y
1017128762,172,B,20230903,19641214,F,Baker,Amy,,1518,,Parmer,PL,,,Austin,78748,,,Y,Y
1042119536,172,,20200206,19680305,M,Bennett,Michael,Marie,1400,,Brodie,AVE,APT,68,Pflugerville,78660,,Y,Y,Y
1004390230,172,B,20210520,19450808,F,Chen,Mary,E,6691,E,Elm,PL,,,Leander,78641,,Y,,
1018347799,172,A,20090307,19441128,M,Davis,Christopher,L,7900,,Guadalupe,CIR,,,Austin,78748,,Y,Y,Y
1023936837,172,C,20180414,19510311,M,Martin,Daniel,,4785,,Slaughter,AVE,#,16,Del Valle,78617,,,Y,Y
1057244655,172,C,20231203,19350728,M,Scott,Aaron,,1100,S,Lakeview,BLVD,UNIT,219,Cedar Park,78613,,Y,,
1039306576,173,,20170126,19640512,M,Flores,James,Marie,4500,,Parmer,CT,,,Austin,78702,,Y,,
1011313136,173,B,20131218,19590405,F,Martinez,Emily,M,3860,,Anderson,PL,APT,272,Leander,78641,,,Y,
1022916752,174,A,20200920,19570712,M,Hall,Mark,Ann,5800,,Sycamore,ST,,,Austin,78753,,Y,Y,Y
1053888364,174,A,20100817,19801227,M,Sanchez,Robert,,5014,,Lamar,RD,,,Cedar Park,78613,,Y,Y,Y
1020578098,174,A,20100711,19380804,M,White,Miguel,,800,N,Live Oak,PL,,,Del Valle,78617,,,Y,
1005948183,175,B,20240723,19781228,M,Campbell,John,,2889,W,Menchaca,BLVD,,,Leander,78641,,,Y,Y
1021039226,175,,20110603,19761010,F,Chen,Laura,R,4165,,Pecan,CT,,,Cedar Park,78613,,,,
1039301448,175,B,20081123,19940704,F,Clark,Amanda,J,6000,,Meadow,DR,#,351,Round Rock,78664,,Y,,
1091980999,175,C,20250503,19900710,F,Coleman,Jennifer,Ann,3975,N,Cedar,BLVD,,,Cedar Park,78613,,,Y,
1034301852,175,B,20200927,19881101,F,Cox,Emily,M,4500,,Balcones,TRL,,,Round Rock,78665,,Y,,
1006074541,175,,20240823,19920722,F,Miller,Mary,,231,,Pecan,BLVD,,,Del Valle,78617,,,Y,
1008934461,175,B,20101003,19890923,M,Nelson,Miguel,R,8700,,Oak,CIR,APT,74,Del Valle,78617,,,,
1026023119,175,A,20161017,20011020,M,Rodriguez,Joseph,,3000,,Parmer,BLVD,,,Del Valle,78617,,Y,Y,Y
1049561066,176,B,20080213,19961017,F,Adams,Sofia,R,2783,,Brodie,CT,APT,366,Leander,78641,,,,
1040413825,176,C,20121111,19350101,F,Bailey,Maria,L,6400,,Slaughter,PL,STE,86,Austin,78705,,Y,,Y
1055346680,176,,20100828,19660324,F,Green,Sofia,,8733,,Elm,CIR,#,257,Leander,78641,,Y,Y,
1074659555,176,,20121021,19501007,M,Walker,Thomas,R,8591,,Escarpment,WAY,,,Leander,78641,,Y,Y,
1064265996,176,A,20180405,20030903,F,Wilson,Linda,E,6494,E,Slaughter,AVE,UNIT,232,Cedar Park,78613,,Y,Y,Y
1097465291,178,,20110620,19650307,M,Hernandez,Richard,Lee,3500,N,Slaughter,TRL,APT,24,Del Valle,78617,,,,Y
1077090108,178,B,20130503,19741123,F,Peterson,Grace,,3932,,Menchaca,ST,,,Round Rock,78665,,,,
1002676300,178,A,20200728,19870221,F,Taylor,Stephanie,M,5500,,Balcones,AVE,,,Cedar Park,78613,,Y,Y,
1040363655,179,,20101211,19471101,F,Cox,Rebecca,,3915,,Pecan,WAY,UNIT,145,Austin,78723,,Y,Y,Y
1059642101,179,,20190815,19590918,F,Davis,Barbara,Lee,5080,N,Menchaca,BLVD,,,Pflugerville,78660,,Y,,Y
1019221699,179,C,20191016,19470915,F,Miller,Sarah,M,992,S,Lamar,PL,STE,308,Leander,78641,,Y,,Y
1044809833,180,B,20230525,19380611,F,Ross,Maria,L,2300,,Braker,WAY,,,Del Valle,78617,,Y,,Y
1060467409,181,A,20130407,19511110,F,Adams,Karen,,3200,,Lamar,BLVD,STE,94,Del Valle,78617,,,Y,
1054013194,181,,20161203,19851017,F,Cruz,Elizabeth,Marie,9500,N,Congress,DR,,,Round Rock,78665,,Y,,
1096908071,181,,20120206,19780126,F,King,Margaret,,1700,,Guadalupe,CIR,,,Pflugerville,78660,,,,Y
1055235372,181,,20200423,19540620,F,Ross,Linda,A,1000,S,Oak,BLVD,,,Del Valle,78617,,,,
1088778722,181,A,20250706,19691001,F,Ward,Jessica,,720,,Meadow,PL,,,Leander,78641,,Y,Y,Y
1064098946,182,A,20231024,19801215,M,Cox,Charles,A,8700,W,Sycamore,PL,,,Leander,78641,,Y,,
1069094242,182,A,20160919,19720413,M,Garcia,Anthony,Lee,7453,,Meadow,CT,STE,149,Austin,78751,,,,
1057537227,182,C,20140804,19581220,M,Jackson,Mark,R,8800,,Meadow,CT,,,Pflugerville,78660,,,,Y
1078956885,182,C,20160416,19640612,M,Lewis,Christopher,J,2254,W,Riverside,CT,UNIT,120,Leander,78641,,Y,,
1068550930,183,C,20150419,19530724,M,Henderson,Eric,J,5500,,Cedar,RD,,,Cedar Park,78613,,,Y,Y
1077545512,183,C,20220609,19360207,F,King,Sarah,,3316,,Slaughter,ST,APT,125,Del Valle,78617,,Y,Y,Y
1043406971,183,,20140908,19521010,M,Martinez,Charles,Lee,3255,,Lamar,AVE,,,Leander,78641,S,,Y,
1036060933,184,,20191003,19530125,M,Gomez,Eric,,400,S,Balcones,CT,,,Pflugerville,78660,,,Y,
1000640057,184,A,20241225,19500723,M,Richardson,Joshua,A,7636,S,Lakeview,TRL,,,Leander,78641,,,Y,
1095829911,184,A,20251016,19690612,M,Sanders,Nathan,Ann,5703,,Riverside,CT,,,Austin,78758,,Y,Y,Y
1036974962,184,A,20090915,19640610,M,Thomas,Thomas,,3200,S,Guadalupe,CIR,,,Leander,78641,,Y,Y,Y
1053350742,185,A,20220427,19500923,M,Flores,David,J,1000,W,Burnet,PL,,,Austin,78753,,,,Y
1024888855,185,A,20130214,19710310,F,Gonzalez,Isabella,Lee,4000,,Slaughter,WAY,STE,201,Del Valle,78617,,Y,,
1017407762,185,C,20220317,19640126,F,Gonzalez,Mary,Rose,4400,N,Hillside,CT,APT,319,Austin,78705,,Y,,
1047427244,185,C,20110110,19741123,F,Peterson,Grace,,9700,,Pecan,RD,,,Pflugerville,78660,,,Y,
1056611123,186,,20151011,19430716,F,Perez,Ashley,Ann,8016,,Riverside,LN,#,293,Austin,78702,,Y,,Y
1012071781,186,,20080816,20020303,F,Perez,Laura,E,5743,,Pecan,LN,UNIT,349,Cedar Park,78613,,Y,Y,
1067846189,186,C,20080717,19820304,F,Walker,Maria,Marie,400,,Anderson,RD,,,Round Rock,78664,,,,Y
1028053602,187,C,20151004,19411006,M,Bailey,Nathan,Lee,6600,,Elm,BLVD,,,Round Rock,78681,,Y,,Y
1016326213,187,C,20080810,19821010,M,Bennett,Luis,M,5482,W,Menchaca,DR,STE,391,Del Valle,78617,S,,Y,
1097355488,188,B,20210620,19600815,M,Baker,Thomas,Ann,1953,E,Magnolia,DR,,,Cedar Park,78613,,Y,Y,Y
1099914756,188,B,20100317,19900109,M,Clark,James,Ann,9000,,Duval,WAY,,,Leander,78641,,,Y,
1067841723,188,A,20240609,19390410,M,Perez,Jacob,J,6859,N,Hillside,WAY,,,Cedar Park,78613,,Y,Y,Y
1045133679,188,C,20091211,19670614,F,Roberts,Angela,E,4900,W,Elm,AVE,,,Austin,78758,,Y,,
1030130595,189,,20240726,19910204,M,Cruz,Juan,,1503,N,Anderson,CIR,,,Del Valle,78617,,Y,Y,Y
1052496532,189,,20080102,19480412,M,Gomez,Andrew,Marie,3600,N,Far West,WAY,,,Austin,78703,,,Y,
1064792746,189,,20251221,19401022,F,Howard,Emily,Rose,4700,N,Elm,ST,#,133,Austin,78741,,,Y,Y
1041347338,190,C,20221006,19550211,M,Baker,Kevin,Rose,6873,W,Maple,BLVD,,,Leander,78641,,Y,Y,Y
1081552413,190,C,20080625,19350120,F,Richardson,Jessica,A,2600,,Meadow,ST,,,Del Valle,78617,,Y,Y,Y
1073624607,191,B,20110419,19990709,M,Coleman,Carlos,L,4658,W,Pecan,CIR,APT,315,Leander,78641,,,Y,Y
1040836739,191,A,20220111,19360202,M,Hill,Carlos,,5200,W,Braker,CIR,,,Cedar Park,78613,,Y,Y,Y
1097034621,192,A,20200901,19761213,F,Price,Melissa,Ann,471,,Maple,AVE,#,350,Cedar Park,78613,,Y,Y,Y
1082019312,193,C,20130711,20050405,F,Allen,Linda,R,3056,W,Pecan,BLVD,#,39,Round Rock,78681,,,Y,Y
1069318602,193,,20180311,19911215,F,Carter,Ashley,,8212,,Lamar,LN,UNIT,288,Pflugerville,78660,,,,Y
1049819261,193,B,20090727,20071018,M,Green,Daniel,E,5100,E,Meadow,PL,STE,356,Austin,78703,,Y,,
1002782294,193,B,20141027,19760407,F,Hall,Rebecca,Ann,5177,,Guadalupe,DR,,,Austin,78701,,,,
1088696064,193,B,20210717,20060402,F,Hernandez,Amanda,Rose,7269,,Duval,BLVD,,,Austin,78759,,,,Y
1022507243,193,,20080822,19600821,F,Lewis,Angela,,9460,,Oak,WAY,#,57,Del Valle,78617,,Y,,Y
1092838437,193,A,20090527,20071019,M,Price,Steven,,5740,,Duval,PL,UNIT,102,Leander,78641,,,,Y
1060469924,194,,20131224,19770223,F,Cooper,Isabella,Rose,4500,E,Far West,DR,,,Round Rock,78664,,,,Y
1059031501,194,,20200220,19850707,M,Gonzalez,Brian,A,535,S,Burnet,PL,,,Pflugerville,78660,,Y,,
1019892865,194,A,20110205,19810423,M,Hill,Paul,Lee,3500,S,Menchaca,RD,APT,197,Austin,78701,,Y,Y,
1099607973,194,B,20141214,19760806,F,Price,Emily,M,7100,,Burnet,BLVD,,,Pflugerville,78660,,,Y,
1093149476,194,B,20130611,19450904,M,Sanders,Charles,L,8800,,Cedar,AVE,,,Leander,78641,,Y,Y,Y
1079970471,195,A,20130810,19800510,F,Green,Melissa,J,1150,N,Brodie,WAY,,,Round Rock,78665,,Y,,Y
1065781344,195,A,20220113,19370712,M,Martinez,David,A,7105,,Sycamore,AVE,,,Pflugerville,78660,,Y,Y,
1001721318,195,B,20090713,19450809,M,Peterson,Brian,R,5300,S,Riverside,AVE,,,Austin,78745,,Y,Y,Y
1008179055,195,A,20240103,19650919,M,Wright,Daniel,Marie,8710,E,Creekside,DR,,,Leander,78641,,,Y,
1090240277,196,C,20171108,20070706,F,Campbell,Sandra,Marie,4300,,Escarpment,RD,,,Austin,78705,,Y,Y,
1073339453,196,A,20210819,19690212,M,Reyes,David,,2366,,Escarpment,DR,,,Pflugerville,78660,,Y,,Y
1020470225,197,A,20240614,19500826,F,Lopez,Stephanie,,8160,S,Escarpment,ST,#,105,Del Valle,78617,,Y,,Y
1005370081,197,,20240918,19360626,M,Lopez,William,A,9200,E,Sycamore,LN,,,Cedar Park,78613,,Y,Y,
1099129024,197,B,20121022,19760312,F,Walker,Maria,Marie,7040,S,Burnet,RD,,,Leander,78641,,Y,,Y
1044838472,197,C,20230112,19820116,F,Wilson,Linda,Ann,8078,,Anderson,BLVD,,,Round Rock,78665,,Y,,Y
1072545600,198,B,20230513,19720313,F,King,Amanda,Marie,3700,,Riverside,ST,#,229,Round Rock,78681,,Y,Y,Y
1033838239,198,C,20180102,19881211,F,Lewis,Olivia,,7500,N,Duval,RD,,,Round Rock,78664,,Y,Y,Y
1073710097,198,B,20210819,20070203,F,Rodriguez,Barbara,Ann,2963,E,Guadalupe,ST,,,Austin,78748,,Y,,Y
1058601069,198,,20210802,19370208,M,Walker,Aaron,J,100,,Oak,CT,,,Pflugerville,78660,,,,
1019636321,198,B,20110723,19930612,M,Wood,Luis,Lee,9300,W,Guadalupe,DR,APT,288,Round Rock,78665,,,,
1029285984,198,C,20221108,19910417,M,Young,William,Rose,4270,,Burnet,TRL,STE,134,Cedar Park,78613,,,,Y
1068535719,199,B,20170405,19901105,F,Baker,Nancy,,3465,,Riverside,BLVD,,,Del Valle,78617,,,Y,Y
1088918263,199,C,20241004,19821118,F,Lopez,Karen,L,3600,,Burnet,RD,,,Austin,78751,,,Y,Y
1078053180,199,,20200528,19820907,M,Richardson,Matthew,R,4661,,Anderson,ST,,,Austin,78748,,Y,Y,Y
1047833910,199,C,20250327,19450211,M,Ward,Brian,,7724,,Lamar,TRL,APT,287,Cedar Park,78613,,,,Y
1075773117,200,,20220415,19390527,F,Howard,Karen,R,8700,,Oak,WAY,,,Leander,78641,,Y,,
1022385396,200,,20220925,19750816,F,Patel,Lisa,Marie,3498,N,Balcones,RD,,,Round Rock,78665,,Y,,Y
1031419484,200,C,20180316,19420920,M,Peterson,Eric,,3659,E,Balcones,WAY,,,Round Rock,78665,,Y,,Y
1094212945,200,C,20130807,19520425,M,Walker,Christopher,Rose,4971,,Braker,AVE,STE,301,Round Rock,78681,,Y,,Y
1071869334,201,B,20100909,19560824,F,Anderson,Amanda,R,1675,S,Meadow,CIR,UNIT,177,Pflugerville,78660,,,Y,
1004324168,201,A,20180824,19880407,M,Harris,Luis,L,9700,,Lamar,ST,UNIT,121,Cedar Park,78613,,,Y,Y
1087628271,201,C,20191106,19960715,M,Wilson,Charles,,1819,W,Far West,CIR,,,Pflugerville,78660,,Y,,
1028049554,202,A,20180927,19700806,F,Carter,Barbara,Marie,7353,,Menchaca,AVE,,,Austin,78702,,,Y,
1093490368,202,B,20241005,19750722,F,Ramirez,Angela,R,853,S,Escarpment,CT,,,Austin,78745,,Y,Y,Y
1039693847,202,C,20170912,19780814,F,Sanchez,Maria,A,7270,W,Creekside,DR,,,Cedar Park,78613,,Y,,Y
1046554963,203,C,20230504,20000523,F,Flores,Ana,E,1700,W,Anderson,ST,STE,357,Pflugerville,78660,,Y,,Y
1028400366,203,A,20150627,19380416,M,Hill,Carlos,Lee,5602,,Guadalupe,PL,,,Pflugerville,78660,,Y,,
1047257949,203,,20090804,19980817,M,Kelly,Paul,L,2909,S,Duval,DR,,,Round Rock,78664,,Y,Y,Y
1088727863,203,B,20170119,20031211,F,White,Sofia,A,9300,N,Far West,ST,,,Del Valle,78617,,Y,Y,
1020513781,203,,20180802,19860823,M,Wilson,Jose,,2848,E,Far West,TRL,,,Round Rock,78681,,Y,,Y
1070437639,204,B,20120316,19590922,M,Anderson,Eric,E,3391,N,Creekside,CIR,,,Austin,78751,,,,Y
1049020761,204,,20090617,19520809,M,Flores,Nathan,R,7213,E,Hillside,CIR,,,Pflugerville,78660,,,,
1077449199,204,C,20170420,19651228,F,Hill,Olivia,,5655,W,Duval,WAY,,,Leander,78641,,,Y,
1010617554,204,C,20240820,19590503,F,Jones,Nancy,Lee,4015,N,Magnolia,PL,,,Leander,78641,,,,
1085099912,204,C,20170804,20020610,F,Kelly,Grace,,6914,,Congress,RD,,,Round Rock,78665,,Y,Y,Y
