VUIDNO,PCTCOD,PCTSPT,EDRDAT,GENDER,LSTNAM,FSTNAM,MIDNAM,BLKNUM,STRPRE,STRNAM,STRTYP,UNITYP,UNITNO,RSCITY,RZIPCD,SUSIND,G20VOTED,P22VOTED,G22VOTED,P24VOTED,P24PARTY,G24VOTED,P26VOTED,P26PARTY
1027946825,149,,20110804,M,Lee,David,Jean,9700,,Red River,RD,,,Manor,78653,,Y,Y,Y,Y,Lib,Y,,
1080690062,150,A,20221016,F,Gonzalez,Sarah,Marie,6384,W,Barton Springs,BLVD,UNIT,296,Pflugerville,78660,,Y,,Y,,,Y,Y,
1033030431,150,A,20200214,F,Lewis,Ashley,E,9234,,San Jacinto,LN,,,Round Rock,78665,,Y,,,Y,Dem,Y,Y,Rep
1040015736,150,A,20110110,F,Lopez,Betty,,934,N,Guadalupe,LN,#,C9,Cedar Park,78613,,Y,Y,Y,,,,Y,Dem
1082534494,150,C,20210325,F,Simmons,Amanda,,7278,S,Brodie,RD,,,Round Rock,78681,,,Y,,Y,Dem,,Y,Dem
1026346483,151,C,20190522,M,Walker,Omar,,7022,,Escarpment,LN,APT,229,Manor,78653,,Y,,Y,,,Y,,
1074819716,152,,20111222,F,Sanders,Sofia,M,6000,N,Jollyville,CT,STE,A1,Round Rock,78665,,,Y,Y,Y,Rep,Y,,
1087608484,152,D,20190610,M,Young,Christopher,J,9693,E,Congress,RD,,,Manor,78653,,Y,,Y,Y,Rep,,Y,Lib
1048537858,153,C,20161101,M,Gray,Eric,L,3141,N,Maple,DR,,,Leander,78645,,Y,Y,Y,,,Y,Y,Dem
1016795301,153,D,20170428,F,Nguyen,Susan,M,2300,E,Duval,LN,,,Austin,78758,,Y,,,Y,Rep,,,
1059162367,153,B,20240622,F,Washington,Michelle,Marie,6100,,Magnolia,RD,,,Leander,78645,,,Y,Y,,,Y,Y,Lib
1089782361,153,B,20080301,M,Wood,Michael,R,3623,E,Slaughter,PKWY,,,Pflugerville,78660,,Y,Y,,Y,,,,
1020199055,154,B,20220710,M,Alexander,Richard,Jean,9300,S,Nueces,RD,,,Manor,78653,,,,Y,,,,,
1086381441,154,,20111219,F,Allen,Barbara,L,5100,,Brodie,BLVD,,,Leander,78645,,,Y,,Y,Rep,Y,,
1052703017,154,A,20180220,M,Green,Andrew,,1084,W,Menchaca,PKWY,STE,9B,Cedar Park,78613,S,Y,Y,Y,,,Y,Y,Rep
1005999612,154,D,20110626,F,Green,Susan,,7933,W,Ridgeline,CIR,,,Austin,78756,,Y,,Y,,,Y,,
1007918106,154,D,20100308,F,Hill,Carmen,Kay,126,W,Dessau,CIR,,,Leander,78645,,,Y,,,,Y,,
1044124957,154,,20081124,F,Lopez,Patricia,R,3700,E,Pinewood,PL,,,Pflugerville,78660,,,Y,,Y,Lib,,,
1007317958,154,,20191225,M,Nelson,Steven,Ann,7500,S,Convict Hill,ST,STE,151,Del Valle,78617,,Y,,,Y,Lib,Y,,
1038499075,154,D,20170225,M,Peterson,Adam,R,8100,E,Cesar Chavez,ST,,,Del Valle,78617,,,,,,,Y,Y,Lib
1012898921,154,A,20230319,F,Scott,Nancy,A,1800,,Barton Springs,CT,UNIT,282,Leander,78641,,,,Y,Y,Rep,Y,,
1082353973,155,C,20140805,F,Alexander,Melissa,Marie,3600,N,Cameron,WAY,,,Cedar Park,78613,,,,Y,,,,,
1040593805,155,B,20120625,F,Allen,Amanda,Lee,3500,N,Escarpment,CIR,STE,151,Buda,78610,,,Y,Y,,,,,
1042870386,155,C,20180403,M,Campbell,Kevin,Marie,3500,,Congress,AVE,,,Leander,78645,,,,Y,,,,Y,Dem
1027741613,155,B,20240319,F,Chen,Mary,,7313,W,Hillside,PKWY,,,Manor,78653,,,Y,Y,Y,Dem,Y,,
1087771470,155,D,20240215,M,Foster,Paul,E,4541,,Cameron,TRL,STE,401,Round Rock,78665,,,Y,Y,,,,Y,Lib
1022316691,155,A,20140818,M,Okafor,Matthew,Marie,1400,S,Menchaca,WAY,,,Pflugerville,78660,,,,,Y,Dem,Y,Y,Rep
1044951573,156,,20090615,F,Gonzalez,Olivia,Lee,4158,E,Braker,ST,STE,12B,Round Rock,78681,,,Y,,Y,Rep,,Y,Rep
1028786532,156,,20250618,F,Kim,Angela,Rose,8154,N,Gattis School,TRL,,,Cedar Park,78613,,Y,Y,Y,Y,Lib,Y,Y,Lib
1035080724,156,,20160317,F,Nguyen,Lisa,Grace,900,W,Spicewood Springs,PKWY,,,Manor,78653,,,Y,,Y,Lib,,,
1036481133,156,D,20170701,F,Reyes,Laura,,8255,W,Sycamore,PKWY,STE,D12,Pflugerville,78660,,Y,,,Y,Rep,,Y,Lib
1083731348,156,A,20140917,F,Taylor,Jessica,Lee,6200,,Airport,LN,,,Pflugerville,78660,,Y,,,Y,Rep,Y,,
1040412991,157,C,20200712,F,Brown,Angela,Rose,2300,N,Braker,LN,,,Cedar Park,78613,,,Y,Y,,,Y,,
1034566894,157,B,20230924,F,Clark,Angela,Rose,7447,,Bee Cave,DR,,,Austin,78731,,Y,Y,Y,Y,Lib,Y,,
1063478327,157,,20080307,M,Cox,Sean,M,9200,W,Dessau,RD,,,Cedar Park,78613,,Y,Y,Y,Y,Rep,,,
1049600620,157,A,20080225,M,Kim,Michael,E,8100,,Lakeview,PL,,,Del Valle,78617,,Y,Y,Y,,,Y,,
1021653074,157,C,20230206,M,Young,Omar,Dean,900,W,Escarpment,LN,,,Cedar Park,78613,,Y,Y,Y,Y,Dem,,Y,Dem
1026847777,158,D,20190508,M,Garcia,Daniel,Dean,5800,S,Riverside,ST,,,Buda,78610,,Y,Y,Y,,,Y,Y,Lib
1053719807,158,B,20220202,M,Perez,Henry,R,3300,,Convict Hill,RD,APT,A5,Leander,78645,,Y,,,,,Y,Y,Rep
1080906003,158,,20181007,F,Torres,Amanda,R,700,W,Pecan,CIR,,,Del Valle,78617,,,,,Y,Dem,Y,Y,Dem
1015701314,159,D,20120614,F,Hughes,Linda,Jean,5800,N,Dessau,ST,,,Austin,78705,,Y,Y,,Y,Lib,,Y,Rep
1002476520,159,B,20111008,F,Reyes,Elizabeth,Grace,4000,,William Cannon,AVE,,,Pflugerville,78660,,Y,Y,Y,Y,,,Y,Dem
1062706025,160,B,20091019,F,Bailey,Jennifer,Paul,4029,N,Sunset Valley,AVE,,,Manor,78653,,,,,,,Y,,
1020731067,160,,20200915,F,Kelly,Mary,Jean,584,,Lakeview,CIR,APT,E6,Buda,78610,,,Y,,Y,Rep,Y,Y,Dem
1074351910,160,D,20150605,F,Mitchell,Patricia,Rose,6900,S,Gattis School,BLVD,UNIT,449,Buda,78610,,Y,Y,,,,,Y,Dem
1022747438,160,B,20080826,M,Okafor,Omar,,9387,W,McNeil,BLVD,UNIT,E9,Leander,78645,,,Y,,,,Y,Y,Lib
1024579049,161,,20160301,F,Green,Maria,Dean,5611,,Spicewood Springs,RD,,,Leander,78641,,,Y,,,,,Y,Dem
1091203469,161,D,20180219,M,Martin,Aaron,M,7720,W,Oltorf,WAY,,,Austin,78748,,Y,,,,,Y,Y,Rep
1086968293,161,,20130419,F,Martinez,Michelle,,5923,S,Menchaca,PKWY,,,Buda,78610,,,Y,Y,Y,Rep,Y,,
1077768341,161,,20080227,F,Watson,Nancy,J,6368,E,Guadalupe,BLVD,,,Buda,78610,,Y,Y,,Y,Lib,Y,Y,Dem
1079194771,162,B,20110725,M,Adams,Donald,Grace,100,E,Manor,DR,,,Del Valle,78617,,Y,Y,Y,,,Y,Y,Dem
1001255964,162,A,20180705,M,Bailey,Carlos,,9400,E,Davis,LN,,,Cedar Park,78613,,Y,Y,,Y,Rep,,Y,Rep
1075403511,162,D,20211114,M,Martin,James,,2497,E,Lakeview,AVE,,,Buda,78610,,,,Y,Y,Dem,,,
1072378901,162,D,20210917,F,Mitchell,Rebecca,,2081,E,Menchaca,LN,,,Round Rock,78665,,Y,,Y,,,Y,Y,Lib
1008748782,162,D,20250715,M,Nelson,Adam,E,7704,,Manor,BLVD,,,Leander,78641,,Y,Y,Y,,,Y,Y,Lib
1021298976,162,D,20090518,F,Price,Priya,Kay,2000,,McNeil,DR,,,Pflugerville,78660,,Y,Y,,,,Y,Y,Dem
1078155683,162,A,20120402,F,Wood,Isabella,Dean,5510,E,Oltorf,PKWY,,,Austin,78731,,Y,,Y,Y,,Y,,
1021685296,163,,20251207,F,Barnes,Isabella,Dean,7842,W,Balcones,PKWY,,,Manor,78653,,Y,Y,Y,Y,Dem,,Y,Rep
1053584389,163,,20161212,M,Diaz,Nathan,Grace,3229,,Magnolia,BLVD,,,Del Valle,78617,,,,Y,,,,,
1033337138,163,C,20230514,F,Jackson,Linda,Rose,9700,E,Gattis School,DR,,,Round Rock,78681,,Y,Y,Y,Y,,,,
1086101998,163,,20250215,M,Robinson,Henry,,7700,,Oltorf,CIR,,,Austin,78759,,Y,,Y,,,Y,,
1010104026,164,A,20181028,F,Brown,Patricia,A,433,,Cedar,TRL,APT,E10,Leander,78645,,Y,Y,,,,Y,Y,Dem
1004737675,164,B,20180401,F,Perez,Margaret,Rose,9878,S,Parmer,WAY,,,Round Rock,78665,,Y,Y,Y,Y,Lib,Y,,
1086922460,164,D,20250501,M,Robinson,Paul,Kay,8100,,Parmer,LN,APT,446,Round Rock,78665,,Y,Y,,Y,Dem,Y,Y,Dem
1053762246,164,A,20140822,F,Watson,Carmen,A,6280,E,Spicewood Springs,RD,APT,40B,Pflugerville,78660,,,,Y,Y,Dem,,,
1053312281,165,B,20170919,M,Butler,Sean,J,1335,,Cesar Chavez,LN,,,Pflugerville,78660,,,,Y,,,Y,Y,Dem
1048473643,165,A,20130204,F,Howard,Rebecca,J,1200,E,Palmer,ST,STE,37A,Pflugerville,78660,,,Y,Y,Y,Rep,Y,Y,Dem
1071766543,165,B,20251217,F,Miller,Hannah,Rose,7848,E,McNeil,ST,,,Buda,78610,,,Y,Y,Y,Rep,Y,Y,Lib
1044837343,165,C,20200608,F,Russell,Cynthia,M,2200,N,Menchaca,PKWY,,,Austin,78759,,,Y,,Y,Lib,Y,Y,
1042910658,165,D,20230825,M,Simmons,David,A,400,S,Cameron,PKWY,APT,311,Round Rock,78665,,Y,Y,,Y,Lib,Y,,
1099195872,165,D,20240819,F,Walker,Fatima,Dean,6500,,Cedar,BLVD,APT,39B,Buda,78610,,Y,,,,,Y,,
1019585320,166,A,20140808,M,Hall,Richard,E,8600,W,Cameron,WAY,,,Cedar Park,78613,,Y,,Y,Y,Rep,Y,Y,Rep
1039952470,166,B,20160305,M,Kim,Donald,Dean,5800,S,Cesar Chavez,BLVD,,,Del Valle,78617,,Y,Y,Y,,,Y,,
1067887207,166,D,20220316,M,King,Henry,Paul,2700,N,Burnet,DR,,,Manor,78653,,Y,Y,,Y,Rep,Y,Y,Dem
1029738780,166,B,20220720,F,King,Jennifer,Dean,4224,E,Duval,LN,STE,114,Austin,78723,,Y,Y,Y,Y,Rep,Y,Y,Rep
1033873826,166,,20090421,F,Lewis,Sarah,L,8462,N,Bee Cave,TRL,,,Leander,78645,,,,,Y,Dem,,Y,
1041983096,166,B,20140522,F,Robinson,Lisa,,8088,,Brodie,CT,,,Pflugerville,78660,,Y,Y,Y,,,,Y,
1086571212,167,C,20130104,M,Clark,Juan,Paul,200,,Menchaca,LN,,,Pflugerville,78660,,,,Y,,,Y,,
1014229873,167,,20220206,M,Green,Steven,,8300,,Brodie,RD,,,Buda,78610,,,,,Y,Dem,,Y,Dem
1051079368,167,,20171127,M,Jenkins,Donald,Jean,6300,W,Cedar,CIR,STE,32,Round Rock,78664,,,Y,Y,Y,Dem,,Y,
1088595321,167,D,20110814,F,Rivera,Amanda,Ray,500,S,McNeil,DR,STE,C9,Cedar Park,78613,,,Y,Y,Y,Rep,,Y,Dem
1078999919,167,D,20120518,F,Torres,Fatima,,2300,S,Meadow,LN,STE,26A,Buda,78610,,,Y,Y,,,,Y,Dem
1043524552,167,D,20150307,F,Ward,Nancy,Marie,8286,,Braker,LN,,,Austin,78701,,,,,Y,Rep,,Y,Lib
1080098839,168,B,20220808,M,Anderson,Wei,M,100,E,Anderson,PL,,,Cedar Park,78613,,Y,Y,,Y,Dem,Y,Y,Rep
1041142706,168,C,20110211,F,Johnson,Michelle,J,8900,,McNeil,CIR,,,Manor,78653,,Y,Y,Y,,,Y,Y,
1010680869,168,C,20250822,M,Long,Henry,,2357,N,Oak,CIR,,,Leander,78641,,Y,,Y,,,,Y,Rep
1083353998,168,B,20250402,M,Patel,Nathan,,9500,W,Palmer,ST,#,B6,Leander,78641,,,,Y,Y,Rep,Y,,
1055572539,168,A,20120728,F,Sanchez,Olivia,Ann,6710,E,McNeil,CIR,STE,13A,Pflugerville,78660,,Y,Y,Y,,,Y,Y,Dem
1081600374,168,,20081004,F,Torres,Jessica,,3545,,Lamar,CIR,,,Round Rock,78664,,Y,Y,Y,,,Y,,
1073801473,169,B,20140113,M,Adams,John,Ann,9344,,Nueces,LN,#,35,Leander,78641,,,,Y,Y,Dem,Y,,
1025951793,169,A,20190509,F,Adams,Mei,Lee,6289,,Spicewood Springs,BLVD,,,Leander,78641,,,Y,,Y,Dem,Y,Y,Dem
1056574928,169,C,20220811,M,Bennett,Miguel,Lee,9382,,Airport,ST,,,Round Rock,78665,,,,,,,Y,,
1097321803,169,,20210503,M,Campbell,Omar,Rose,5528,,Sunset Valley,ST,UNIT,A8,Buda,78610,,Y,Y,Y,Y,Rep,,Y,Rep
1093139875,169,C,20191208,F,Gonzalez,Fatima,Ray,7300,,Rio Grande,TRL,,,Austin,78703,,Y,Y,,Y,Lib,,Y,Dem
1047548977,169,B,20200508,M,Green,Eric,Jean,9100,,Cedar,CIR,,,Cedar Park,78613,,,Y,Y,Y,Dem,,,
1097306562,169,C,20151015,M,Walker,Eric,A,5800,N,Slaughter,CIR,,,Austin,78749,,Y,,Y,,,,Y,Rep
1077714606,170,,20130105,M,Perez,Charles,,3200,W,Gattis School,WAY,,,Austin,78753,,,,,Y,,Y,,
1040017366,170,A,20101202,F,Powell,Mei,J,7292,,Congress,CIR,,,Buda,78610,,,Y,Y,Y,Dem,,,
1013765743,170,D,20090206,M,Taylor,Wei,Grace,6669,N,Anderson,AVE,STE,32B,Buda,78610,,,,Y,Y,Dem,,,
1074403692,171,C,20220223,F,Alexander,Ana,Dean,1401,N,Magnolia,LN,,,Del Valle,78617,,,,,,,Y,,
1013680956,171,B,20150422,F,Brooks,Susan,E,6781,E,Sunset Valley,CIR,,,Cedar Park,78613,,Y,Y,Y,Y,Rep,Y,Y,
1035556449,171,,20161204,M,Green,William,E,1238,,Nueces,PKWY,STE,225,Cedar Park,78613,,Y,Y,Y,Y,Lib,Y,Y,Lib
1058984708,171,C,20140819,M,Hernandez,Nathan,Kay,8800,E,Far West,CIR,,,Austin,78723,,,Y,Y,,,Y,,
1043641735,171,A,20100110,M,Ramos,Jose,Dean,3800,E,Oak,ST,UNIT,452,Cedar Park,78613,,Y,Y,,Y,Lib,Y,,
1092826439,171,C,20251128,F,Simmons,Betty,Jean,9799,,Steck,LN,#,10A,Austin,78749,,Y,,Y,Y,Dem,,,
1033665027,172,,20210126,F,Kim,Maria,Marie,5200,,Lakeview,ST,#,264,Round Rock,78681,,,Y,,Y,Dem,,,
1014533514,172,C,20121110,F,Nguyen,Michelle,E,9500,,Cameron,CT,,,Buda,78610,,,,Y,Y,Dem,Y,,
1058686620,172,D,20221014,F,Smith,Susan,,1600,N,William Cannon,CIR,UNIT,467,Buda,78610,,Y,Y,Y,Y,Rep,,,
1031281065,173,C,20090402,M,Bryant,Adam,,8312,W,Nueces,LN,STE,9A,Del Valle,78617,,,,,Y,Dem,,Y,Dem
1042938488,173,B,20130721,M,Howard,Donald,Paul,5522,W,Red River,PKWY,,,Round Rock,78665,,,Y,Y,,,Y,,
1031490823,173,D,20250604,M,Long,Andrew,Grace,8775,,Lakeview,TRL,,,Manor,78653,,,Y,Y,Y,Dem,,Y,Lib
1033585446,173,D,20210226,M,Long,Steven,,2200,W,Pinewood,RD,,,Round Rock,78665,,,Y,Y,,,Y,Y,Dem
1036029115,173,D,20160222,F,Peterson,Amanda,Ray,7400,E,Howard,BLVD,APT,315,Leander,78645,,Y,Y,,,,Y,,
1022033493,173,B,20170225,M,Russell,Luis,Dean,7900,,Creekside,RD,,,Leander,78641,,Y,Y,Y,,,Y,Y,Dem
1000084471,174,D,20170220,F,Butler,Deborah,E,5300,S,Howard,BLVD,,,Pflugerville,78660,,Y,,,Y,Dem,,,
1083018692,174,C,20190506,M,Campbell,Carlos,Paul,7166,S,Sycamore,RD,STE,222,Cedar Park,78613,,,,Y,Y,Lib,Y,Y,Dem
1088335577,174,C,20160505,F,Gray,Karen,Lee,7400,S,Cameron,TRL,,,Leander,78641,,Y,,Y,,,Y,Y,Rep
1094338443,174,,20231013,M,Peterson,John,,100,N,Red River,LN,,,Leander,78645,,Y,Y,Y,,,,Y,Dem
1057617603,174,C,20170115,M,Thompson,Andrew,Grace,4553,,Cesar Chavez,AVE,,,Round Rock,78664,,Y,Y,Y,Y,Dem,,Y,Lib
1080589210,174,D,20190103,F,White,Maria,Dean,1400,,Steck,PL,,,Leander,78645,,,,Y,Y,,,Y,Rep
1052997496,175,A,20120917,F,Hall,Ana,Marie,3229,W,Anderson,CT,,,Pflugerville,78660,,Y,,,,,,Y,Dem
1028025415,175,B,20131026,F,Johnson,Isabella,Grace,700,E,Howard,CT,,,Pflugerville,78660,,Y,,,Y,Rep,Y,Y,Rep
1013764331,175,,20230127,F,Richardson,Olivia,,4820,N,Dessau,TRL,#,32B,Round Rock,78664,,Y,Y,Y,Y,Dem,,,
1077790556,175,C,20081108,M,Young,Matthew,Ann,3510,,Dessau,PKWY,,,Del Valle,78617,,Y,,,Y,Dem,,Y,Rep
1071000219,176,D,20131106,F,Bryant,Isabella,E,6730,,Burnet,WAY,,,Manor,78653,,Y,Y,,,,Y,Y,
1005051497,176,C,20190215,F,Sanders,Susan,Marie,5498,S,Ridgeline,AVE,,,Del Valle,78617,,,,,Y,Dem,,Y,Lib
1017890893,177,B,20200922,M,Hernandez,Anthony,M,4900,S,Ben White,CT,,,Manor,78653,,Y,Y,Y,,,Y,Y,Rep
1068520096,178,,20090407,F,Flores,Karen,Grace,8167,,Nueces,ST,,,Del Valle,78617,,Y,,Y,Y,Rep,Y,Y,Rep
1082030679,178,,20180910,F,Lewis,Melissa,,3600,,Elm,PL,,,Del Valle,78617,,Y,Y,,Y,Dem,,Y,Rep
1092210435,178,D,20080820,M,Nguyen,Matthew,A,1100,E,Creekside,CIR,,,Buda,78610,,,,Y,Y,Dem,Y,,
1055188175,178,D,20180722,M,Ramirez,Wei,,2700,,Far West,AVE,APT,142,Manor,78653,,Y,Y,Y,,,Y,Y,Rep
1078742263,178,D,20200405,F,Williams,Angela,Marie,9550,E,Sycamore,BLVD,APT,296,Del Valle,78617,,Y,,,,,Y,,
1081356836,178,C,20150416,M,Wright,Anthony,Jean,4510,,Burnet,DR,,,Manor,78653,S,Y,Y,Y,Y,Rep,Y,Y,Rep
1051154336,179,B,20120120,F,Bennett,Margaret,Paul,7054,,Ben White,CT,STE,144,Del Valle,78617,,,Y,,,,,Y,Rep
1078442205,179,A,20200714,F,Patterson,Betty,,518,,Palmer,BLVD,,,Leander,78645,,Y,Y,Y,,,Y,Y,Dem
1068753151,180,A,20090905,F,Alexander,Sarah,,6912,,Bee Cave,BLVD,,,Manor,78653,,Y,,,Y,Dem,Y,,
1086772959,181,D,20180816,F,Simmons,Amy,R,1200,S,Spicewood Springs,BLVD,#,28A,Pflugerville,78660,,Y,,,,,,,
1086249428,181,C,20150521,M,Torres,David,Rose,3800,N,Live Oak,TRL,,,Cedar Park,78613,,,Y,,,,Y,,
1056318625,182,B,20250827,F,Abbott,Maria,Paul,9200,,Spicewood Springs,LN,,,Manor,78653,,Y,Y,Y,Y,Rep,Y,Y,Lib
1071056370,182,,20230606,F,Bennett,Cynthia,Paul,2400,N,Ridgeline,CT,APT,C5,Pflugerville,78660,,Y,,Y,,,Y,Y,Rep
1069331932,182,,20211209,M,Davis,Daniel,,1054,,Nueces,CT,,,Leander,78641,,,,,Y,Lib,Y,,
1097082807,182,A,20250526,F,King,Cynthia,Marie,6378,,Palmer,BLVD,,,Round Rock,78664,,Y,Y,Y,,,,,
1099379524,183,,20240709,F,Gray,Karen,Jean,2345,W,Spicewood Springs,PKWY,,,Austin,78759,,Y,Y,Y,Y,Dem,,Y,Rep
1088964597,183,D,20140218,F,Young,Carmen,,2582,N,Spicewood Springs,RD,,,Round Rock,78665,,Y,,,,,Y,,
1052771946,184,,20251127,M,Bryant,Aaron,M,7729,,Howard,PL,,,Buda,78610,,,Y,,,,Y,,
1074760235,184,C,20200314,F,Clark,Rebecca,A,5000,,Pinewood,WAY,UNIT,4B,Cedar Park,78613,,Y,,Y,,,Y,,
1041173226,184,D,20171116,F,Coleman,Ana,M,4300,,Jollyville,ST,,,Round Rock,78665,,Y,,Y,,,Y,,
1070781835,184,,20150520,F,Garcia,Barbara,Marie,9768,,Wells Branch,DR,,,Austin,78758,,,,,,,Y,Y,Dem
1013916150,184,B,20240124,M,Moore,David,Ann,4200,E,Palmer,CIR,,,Pflugerville,78660,,,Y,Y,,,Y,Y,Rep
1086457076,185,,20160322,M,Jones,Mark,Kay,4700,,Lakeview,AVE,,,Buda,78610,S,,Y,,,,,Y,Lib
1037236737,185,A,20200125,M,Wright,Joshua,Dean,9400,W,Cedar,PKWY,UNIT,D7,Pflugerville,78660,,Y,,Y,Y,Rep,,Y,Dem
1090607703,186,B,20251209,M,Butler,Samuel,Grace,6711,,Pinewood,PKWY,,,Pflugerville,78660,,Y,Y,,,,Y,Y,Dem
1098989129,186,,20101110,M,Murphy,Joshua,Rose,8900,S,Parmer,CT,,,Buda,78610,,Y,,,,,,Y,Rep
1031695714,186,,20181210,F,Scott,Nancy,,8459,E,Rio Grande,WAY,APT,201,Pflugerville,78660,,Y,,,,,Y,,
1072016456,187,C,20240112,F,Lee,Elizabeth,J,6105,N,Bee Cave,RD,,,Cedar Park,78613,S,,,Y,Y,Rep,,Y,Rep
1059449907,187,D,20160115,F,Murphy,Stephanie,,9400,S,Davis,PL,,,Cedar Park,78613,,Y,Y,,,,Y,Y,Rep
1076083353,187,C,20080406,M,Nelson,Kevin,Paul,1893,W,Rio Grande,AVE,,,Del Valle,78617,,,,,Y,,,Y,
1008981950,187,D,20170207,M,Smith,Sean,Lee,1748,,Red River,DR,,,Del Valle,78617,,Y,,Y,Y,Dem,,Y,
1051617665,188,C,20170526,M,Adams,Ethan,Grace,1138,N,Wells Branch,AVE,#,B11,Leander,78645,,Y,Y,Y,Y,Rep,,Y,Dem
1049820900,188,C,20130420,M,Baker,Sean,Dean,5200,,Gattis School,PKWY,,,Leander,78645,,Y,Y,Y,Y,Rep,Y,Y,Rep
1090928008,188,C,20200620,F,Coleman,Amy,J,2800,N,Koenig,BLVD,,,Round Rock,78664,,Y,,Y,Y,Dem,,Y,Lib
1049704913,188,,20150725,F,Coleman,Rosa,E,9500,,Airport,ST,,,Manor,78653,,,Y,,Y,Rep,Y,,
1053448885,188,D,20170905,M,Hernandez,Paul,Kay,6590,W,Howard,PKWY,#,21B,Pflugerville,78660,,,,Y,,,,Y,Dem
1006453277,188,,20080321,M,Patel,Joshua,Grace,7900,,Cameron,ST,,,Leander,78641,,Y,,,,,Y,Y,Rep
1074487880,188,B,20190313,M,Reyes,Miguel,Dean,8816,,University,RD,UNIT,A2,Leander,78645,,,Y,Y,Y,Rep,,Y,Rep
1047117270,188,,20180427,M,Wilson,William,Ann,5750,,Speedway,TRL,APT,54,Manor,78653,,,,,Y,Dem,Y,,
1094811416,189,C,20220109,F,Davis,Jessica,Lee,4300,E,Elm,CIR,,,Pflugerville,78660,,,Y,Y,Y,Dem,,Y,
1071488498,189,A,20080601,F,Patel,Olivia,Dean,1570,,Menchaca,ST,,,Buda,78610,,Y,Y,,,,Y,,
1071013345,189,C,20220813,F,Robinson,Angela,M,7351,S,Anderson,RD,,,Austin,78731,,,,Y,Y,Rep,Y,,
1006714926,189,D,20111223,M,Robinson,David,Marie,5146,,Speedway,PL,,,Leander,78645,,,Y,Y,Y,Rep,Y,Y,Lib
1084091264,190,,20150925,M,Alexander,Charles,Rose,5304,W,Howard,BLVD,,,Manor,78653,,,,Y,Y,Rep,,Y,Rep
1074459560,190,,20230811,M,Brown,Kevin,Jean,9824,,Congress,LN,#,34B,Round Rock,78681,,Y,Y,Y,,,Y,,
1011615278,190,B,20210125,F,Garcia,Deborah,Paul,4021,E,Jollyville,AVE,,,Cedar Park,78613,,Y,,Y,,,,,
1087441192,190,B,20130116,F,Mitchell,Rebecca,J,2053,W,Meadow,LN,UNIT,253,Pflugerville,78660,,,,,Y,Dem,,Y,Dem
1023697581,190,D,20180827,M,Moore,Brian,Grace,6672,S,Braker,PL,,,Cedar Park,78613,,,Y,Y,Y,Dem,Y,Y,Rep
1042664622,190,A,20130125,M,Sanchez,Michael,,2300,,Guadalupe,PL,,,Round Rock,78681,,,,Y,Y,Rep,,,
1082041476,190,D,20250511,M,Scott,Carlos,Paul,5378,,Pecan,CT,,,Buda,78610,,Y,,,Y,Lib,Y,Y,Dem
1031956732,191,B,20241209,M,Adams,Steven,Grace,9804,,Maple,PKWY,UNIT,24A,Leander,78641,,,Y,Y,Y,Lib,,,
1014514492,191,C,20140508,F,Okafor,Karen,Paul,4138,S,Speedway,PKWY,,,Pflugerville,78660,,Y,Y,Y,,,Y,Y,Rep
1098440309,191,A,20180608,F,Simmons,Laura,Lee,9400,,Manor,PKWY,STE,7B,Pflugerville,78660,,,,Y,,,Y,Y,
1005856010,192,C,20080712,F,Jackson,Linda,,7062,,Ben White,ST,,,Buda,78610,,Y,,Y,Y,Lib,,,
1072565327,192,,20190301,F,Johnson,Emily,Dean,6022,,San Jacinto,AVE,,,Austin,78717,,Y,,Y,,,,,
1041594792,192,B,20110217,F,Jones,Jessica,Kay,7500,,Balcones,DR,,,Del Valle,78617,,,Y,Y,,,,Y,Lib
1006769749,192,C,20190818,F,Martin,Amy,,3793,S,Cameron,PKWY,,,Austin,78717,,,,,Y,Rep,Y,,
1092363834,192,D,20210209,F,Martin,Carmen,E,4500,,Duval,TRL,STE,217,Buda,78610,,Y,Y,,,,Y,Y,Lib
1061170078,192,C,20170708,M,Murphy,Andrew,L,9550,,Manor,PL,,,Cedar Park,78613,,Y,,,,,Y,,
1008146094,192,D,20090828,F,Russell,Fatima,J,4400,N,Elm,RD,,,Cedar Park,78613,,Y,Y,Y,,,Y,Y,Rep
1040250396,193,C,20130620,F,Cooper,Carmen,J,6470,,Live Oak,CIR,,,Buda,78610,,Y,Y,,,,,,
1082202013,193,C,20141012,M,Hayes,Richard,M,3400,E,Creekside,TRL,,,Del Valle,78617,,,Y,,,,Y,,
1027736220,194,D,20170314,F,Hayes,Betty,Jean,2356,E,Red River,PKWY,#,261,Cedar Park,78613,S,Y,,,Y,Dem,,Y,Dem
1087687760,194,B,20180524,F,Patel,Michelle,,4400,E,Bee Cave,CT,,,Austin,78723,,Y,,Y,,,Y,Y,Rep
1091475876,194,D,20090625,M,Rivera,Carlos,A,8399,,Live Oak,TRL,,,Austin,78741,,,,,,,Y,,
1027205050,194,D,20230719,M,Watson,Richard,A,7500,,Hillside,PKWY,UNIT,E4,Round Rock,78681,,,,Y,,,,Y,Rep
1005837543,196,C,20120916,F,Alexander,Mei,L,5500,W,Oltorf,AVE,,,Manor,78653,,,Y,,,,Y,Y,Rep
1072827257,196,,20120224,F,Green,Michelle,Kay,300,S,Koenig,ST,STE,31A,Leander,78645,,Y,Y,Y,,,,Y,
